;Tweets;len;ID;Created;Source;Likes;RTs
75;#Foto Bendung Katulampa di Bogor, sempat berstatus bahaya atau siaga 1 semalam. Hari ini, Bendung Katulampa terpant… https://t.co/Mx8IIzHWmw;140;1579419266423541760;2022-10-10 10:31:11+00:00;Echobox;4;1
76;Pengacara Lukas Enembe, Aloysius Renwarin, mengklaim warga Papua meminta pengusutan perkara dilakukan secara adat.… https://t.co/aW6GjA3RO3;139;1579418544001126400;2022-10-10 10:28:19+00:00;Echobox;6;1
77;Saim mengatakan tidak ada korban jiwa dalam bencana tersebut. Namun beberapa sepeda motor milik warga desa terbawa… https://t.co/OuqLwvJpsD;139;1579418236785152000;2022-10-10 10:27:06+00:00;Echobox;0;1
78;Perempuan inisial A (49) asal Sukaraja, Kabupaten Bogor, mengaku dipukuli hingga disiram air keras oleh mantan suam… https://t.co/9QpEzv3CUp;140;1579417578530697216;2022-10-10 10:24:29+00:00;Echobox;3;2
79;Rizky Billar telah menalak satu Lesti Kejora. Talak ini diucapkan Rizky Billar di tengah kemelut emosi. https://t.co/HOzMx60NlI;127;1579417208186294273;2022-10-10 10:23:01+00:00;Echobox;3;1
80;Hendrar Prihadi mengatakan tak ada diskusi terkait Cagub DKI. Dia menyebut diskusi hanya seputar LKPP. https://t.co/dLOYrjnGEH;126;1579416558275014656;2022-10-10 10:20:26+00:00;Echobox;2;1
81;Suharso Monoarfa yang kini menjabat Menteri PPN/Kepala Bappenas sudah tak lagi menjadi ketua umum PPP. Namun Plt Ke… https://t.co/N1bYmx9qtX;140;1579416524603162624;2022-10-10 10:20:18+00:00;Echobox;2;1
82;Penyanyi Rona Ang bicara soal kehidupan asmara. Eks member JKT48 itu ngaku telah punya pacar. Ia idamkan pernikahan… https://t.co/aeUakl4gSn;140;1579415812707713024;2022-10-10 10:17:28+00:00;Echobox;6;1
83;Gary Neville mengomentari penampilan Liverpool saat dikalahkan Arsenal. Neville menilai Liverpool lesu, jauh dari s… https://t.co/9OvVam35X0;140;1579415398855847937;2022-10-10 10:15:49+00:00;Echobox;7;1
84;Ratusan nelayan yang beroperasi di Pelabuhan Perikanan Nusantara (PPN) Prigi, Trenggalek, berhenti melaut. Mereka m… https://t.co/ONkxVVQVKJ;140;1579413942597664770;2022-10-10 10:10:02+00:00;Echobox;4;1
85;"""Kan kemarin sudah, Gerindra sudah, PKB sudah, Golkar sudah, ke depan kita juga akan komunikasi dengan partai yang… https://t.co/pLXGrqIrtW";139;1579413935362822146;2022-10-10 10:10:00+00:00;Echobox;3;1
86;Relawan berharap Jokowi segera melakukan perombakan atau reshuffle kabinet agar pemerintah tetap solid hingga gelar… https://t.co/aUnow7uHwJ;140;1579413669573988354;2022-10-10 10:08:57+00:00;Echobox;14;1
87;Pelaku pembunuhan satu keluarga dalam septic tank di Lampung, Erwinudin ternyata tak membantai semua anggota keluar… https://t.co/x44CcVbfhD;140;1579413652565737472;2022-10-10 10:08:53+00:00;Echobox;13;1
88;Ketua MPR RI Bambang Soesatyo mengapresiasi gelaran Forbes Indonesia-Mercedes Benz SL (MBSL) Club Indonesia Charity… https://t.co/Av5F8Mdaqk;140;1579413616020795392;2022-10-10 10:08:44+00:00;Echobox;2;1
89;Jumlah korban #TragediKanjuruhan terbaru sampai saat ini masih terus bertambah. Total sebanyak 714 orang terdiri da… https://t.co/bQMMreizOA;140;1579413176935800833;2022-10-10 10:07:00+00:00;Echobox;11;2
90;Banjir sempat melanda kawasan permukiman warga di Pejaten Timur, Pasar Minggu, Jaksel. Warga mengaku tak menyangka… https://t.co/Awse9AnWlZ;139;1579413156572459008;2022-10-10 10:06:55+00:00;Echobox;4;2
91;Sakit hati ini! Sebuah supercar McLaren P1 menjadi korban banjir. Mobil seharga miliaran rupiah itu terseret banjir. https://t.co/bjZxy8xk4j;140;1579412427719917568;2022-10-10 10:04:01+00:00;Echobox;15;7
92;Tersangka kasus mutilasi 4 warga Mimika, Papua, Roy Marthen Howay, menyebut 6 oknum TNI yang terlibat kasus itu mel… https://t.co/03wHsksrsP;140;1579412398670483456;2022-10-10 10:03:54+00:00;Echobox;2;3
93;Performa gila Erling Haaland bersama Manchester City terus menuai pujian, ia sukses mementahkan prediksi banyak pen… https://t.co/kDP1UJTQyb;140;1579412070910820353;2022-10-10 10:02:36+00:00;Echobox;9;1
94;Seorang wanita 25 tahun, Becca Butcher menceritakan kondisinya yang idap penyakit langka, payudara tumbuh sebelah.… https://t.co/kwarOtVrhc;139;1579411626696265728;2022-10-10 10:00:50+00:00;Echobox;3;1
95;Serangan rudal menghantam banyak kota di Ukraina, termasuk ibu kota Kyiv pada Senin (10/10) dan menyebabkan sejumla… https://t.co/YArgOKfO03;140;1579411134645342208;2022-10-10 09:58:53+00:00;Echobox;11;2
96;#Foto Separator atau median jalan di Jalan Margonda mulai dibongkar. Hal ini jadi bagian penataan pedestrian di Jal… https://t.co/xIFDY27Wkw;140;1579411094220681216;2022-10-10 09:58:43+00:00;Echobox;4;1
97;Sejak kenaikan harga menjadi Rp 10.000 per liter, BBM jenis Pertalite terus dituding boros. Tapi, mungkin ini yang… https://t.co/OVo2LNrazq;139;1579410657283571718;2022-10-10 09:56:59+00:00;Echobox;3;1
98;Viral penumpang KRL melarang penumpang lain untuk duduk. Caranya, menaruh tas di bangku kendati si teman belum naik… https://t.co/Y73AQOENqR;140;1579410198703509505;2022-10-10 09:55:10+00:00;Echobox;11;4
99;"Wantimpres Jenderal TNI (Purn) Wiranto sempat bertemu dengan Menhan Prabowo &amp; mengobrol. Ini yang dibahas: https://t.co/KVbPdmy458";134;1579409795450163200;2022-10-10 09:53:33+00:00;Echobox;4;1
100;Komnas HAM mendapatkan informasi gas air mata yang ditembakkan polisi di tragedi Kanjuruhan kedaluwarsa. Gas air ma… https://t.co/QxGuylDdeN;140;1579409421154758656;2022-10-10 09:52:04+00:00;Echobox;4;1
101;Erling Haaland jadi kandidat kuat peraih Golden Boot #PremierLeague musim ini, Harry Kane siap memberikan perlawana… https://t.co/TI5L0aPzTV;140;1579409386971500546;2022-10-10 09:51:56+00:00;Echobox;2;1
102;Anak Gading Marten dan Gisel, Gempita Nora Marten terlihat bermain layangan dengan Ardhito Pramono di sela-sela kon… https://t.co/1omHDjASta;140;1579409031151890432;2022-10-10 09:50:31+00:00;Echobox;4;1
103;Mantan Kepala BPN Riau, M Syahrir ditetapkan KPK sebagai tersangka kasus suap HGU di uantan Singingi. Dia mengaku k… https://t.co/DYZLLqxqR2;140;1579408649843138560;2022-10-10 09:49:00+00:00;Echobox;8;3
104;Pengacara Jessica Iskandar, Rolland E Potu, datangi Bareskrim Mabes Polri sebagai bentuk kepastian hukum kasus duga… https://t.co/bEbXSXmvxh;140;1579408382833745920;2022-10-10 09:47:57+00:00;Echobox;7;2
105;Pamungkas jadi sorotan usai menggesekkan handphone salah satu penonton ke alat kelaminnya. Disebut fan service, efe… https://t.co/uKhA2L1059;140;1579407760122576897;2022-10-10 09:45:28+00:00;Echobox;4;1
106;Timnas Indonesia U-17 kalah telak dari Malaysia di Kualifikasi Piala Asia U-17 2023. Garuda Asia kena mental usai l… https://t.co/SxiZm55wf6;140;1579407732960268289;2022-10-10 09:45:22+00:00;Echobox;2;1
107;Di tengah gempuran intensitas hujan yang tinggi beberapa waktu ini pun berbagai daerah sudah mulai terendam banjir.… https://t.co/CBhcCYXRnO;140;1579407072546140160;2022-10-10 09:42:44+00:00;Echobox;4;1
108;"""Istilah-istilah cebong, kampret, kadrun, Nasdrun, dan apa lagi nantinya, menyebabkan polusi dan udara politik menj… https://t.co/b0DjMsjV3v";140;1579407049863331841;2022-10-10 09:42:39+00:00;Echobox;1;1
109;Es Puter Pak Mo amat legendaris. Traveler pernah singgah di kedainya dan mencicipinya?  https://t.co/tipZ8eVJi7;111;1579406656429232129;2022-10-10 09:41:05+00:00;Echobox;3;1
110;Seorang wanita yang menyukai sejarah dan memasak melakukan eksperimen tidak biasa. Ia mengolah resep yang tercantum… https://t.co/F7AxlkfA74;140;1579406373997068289;2022-10-10 09:39:58+00:00;Echobox;3;3
111;Hingga kini, keluarga belum mengetahui kapan jenazah Novita akan tiba di Indonesia. https://t.co/25a93yQnO0;107;1579406126936100864;2022-10-10 09:38:59+00:00;Echobox;2;1
112;Imigrasi menegaskan pembayaran VoA dibayar langsung setibanya di bandara di Indonesia. Imigrasi juga menegaskan bel… https://t.co/tID5Y9FeU4;140;1579406102927912960;2022-10-10 09:38:53+00:00;Echobox;3;1
113;Pembayaran pajak parkir dilakukan oleh pemilik usaha atau badan usaha. Konsumen disebut tidak perlu ditarik retribu… https://t.co/m3yIpmol9i;140;1579405769703059456;2022-10-10 09:37:34+00:00;Echobox;1;2
114;"""Mungkin yang ditemukan Komnas HAM kebetulan kedaluwarsa... Beda yang mencari, beda hasilnya, tergantung siapa yang… https://t.co/b0Hje8ou99";140;1579405749708787712;2022-10-10 09:37:29+00:00;Echobox;6;3
115;Wanita di Bawean hilang lalu ditemukan tertawa-berjoget di atap rumah. Saat dibacakan doa, ia berteriak kepanasan.… https://t.co/XO2uT3ESvp;139;1579405411157147650;2022-10-10 09:36:08+00:00;Echobox;8;3
116;Polri telah menetapkan sebanyak 6 tersangka dalam #TragediKanjuruhan. Polri mengatakan pertandingan Arema vs Perseb… https://t.co/iQ1kTOBEur;140;1579405384804339713;2022-10-10 09:36:02+00:00;Echobox;0;1
117;Pelaku mengaku ketinggalan dompetnya. Dia berjanji kembali dan menjaminkan alarm mobil ke petugas SPBU. https://t.co/F05cdTWmlW;127;1579405089386954755;2022-10-10 09:34:51+00:00;Echobox;10;1
118;Perasaan senang menyelimuti Farhan Muhammadi, hafiz asal Indonesia yang mendapat undangan dari Raja Maroko. Farhan… https://t.co/G8Ru99C0TS;139;1579405067970842625;2022-10-10 09:34:46+00:00;Echobox;9;3
119;Pelaku mengaku ketinggalan dompetnya. Dia berjanji akan kembali ke SPBU Bogor, tapi pelaku tak kunjung kembali. https://t.co/bNPOcEVcuG;135;1579404777330331648;2022-10-10 09:33:37+00:00;Echobox;18;2
120;Polisi di Malang melakukan sujud massal. Aksi ini dilakukan di halaman Mapolresta Malang untuk meminta maaf kepada… https://t.co/DyEyE1kKEQ;139;1579404757835583491;2022-10-10 09:33:32+00:00;Echobox;31;4
121;Aktivis perempuan buka suara soal pelecehan seorang pemilik bengkel kepada pelanggannya di Gedangan, Sidoarjo. Korb… https://t.co/nIIOLnel6u;140;1579404369686331392;2022-10-10 09:32:00+00:00;Echobox;13;3
122;Happy birthday Bella Hadid! Intip gaya seksinya saat menghadiri pesta ulang tahunnya yang ke-26. https://t.co/56RN6X85rX;120;1579404351604682752;2022-10-10 09:31:55+00:00;Echobox;2;1
123;Salah satu faktor yang membuat wilayah Indonesia dan beberapa negara lain rentan bencana seperti gempa dan letusan… https://t.co/TUALlqrznP;139;1579403694646652928;2022-10-10 09:29:19+00:00;Echobox;4;1
124;Kapolri Jenderal Sigit tengah menyusun regulasi tentang keselamatan di setiap event pertandingan menyusul terjadiny… https://t.co/e3Q4DvIQhT;140;1579403376697409537;2022-10-10 09:28:03+00:00;Echobox;4;1
125;Polri menyoroti pintu darurat di Stadion Kanjuruhan yang tak seluruhnya berfungsi. Polri menyebut pintu darurat Kan… https://t.co/qePEmoEVKy;140;1579403350507892737;2022-10-10 09:27:57+00:00;Echobox;2;1
126;Kecelakaan 2 mobil mewah terjadi di Perumahan Citraland, Jalan Made Surabaya. Honda CRV dan Mini Cooper rusak parah… https://t.co/bLAGy7Z4Cq;140;1579402969350479873;2022-10-10 09:26:26+00:00;Echobox;23;7
127;Sebagai Kabag Ops Polres Malang, Kompol Wahyu Setyo seharusnya mampu mengontrol keamanan di Stadion Kanjuruhan saat… https://t.co/uCU8TOHNMN;140;1579402938002599936;2022-10-10 09:26:18+00:00;Echobox;4;1
128;Bangunan yang hanyut itu bangunan lama. Para santri sudah jarang menggunakan bangunannya untuk beraktivitas. https://t.co/1SWStObCVa;132;1579402625505984513;2022-10-10 09:25:04+00:00;Echobox;6;1
129;Banyak pihak menduga, keberhasilan Tesla menjual banyak mobil listrik di dunia tak lepas dari peran CEO-nya, yakni… https://t.co/DyeO5gErBa;139;1579402598666612736;2022-10-10 09:24:58+00:00;Echobox;3;2
130;"""Sudah kita identifikasi, dari tambahan CCTV yang kita temukan, termasuk dari beberapa video dan foto yang kita tem… https://t.co/wCveB4xucu";140;1579402212241207296;2022-10-10 09:23:25+00:00;Echobox;6;1
131;Ketika emosinya naik, Rizky Billar mengucapkan talak. Secara detail ia menyebut itu adalah talak satu.  https://t.co/QlnY7vORUi;127;1579402180913614848;2022-10-10 09:23:18+00:00;Echobox;3;1
132;Gerai cream puff asal Jepang, Beard Papa's yang terkenal di Indonesia beberapa waktu lalu sempat menutup semua gera… https://t.co/NEDzYp0lIN;140;1579401907235590146;2022-10-10 09:22:13+00:00;Echobox;8;3
133;Gempa berkekuatan M 4,5 terjadi di Jayapura, Papua. Pusat gempa dilaporkan berada di laut. https://t.co/YYkSPiPtCn;114;1579401574946082817;2022-10-10 09:20:53+00:00;Echobox;5;3
134;Polisi di Malang melakukan sujud massal untuk meminta maaf kepada keluarga korban Tragedi Kanjuruhan. Tragedi itu m… https://t.co/4IDej7gE8w;140;1579401542263746560;2022-10-10 09:20:46+00:00;Echobox;2377;435
135;"""Penyebab kematian adalah kekurangan oksigen. Terjadi berdesak-desakan, kemudian terinjak-injak, bertumpuk-tumpukan… https://t.co/IDzlgbTKaN";140;1579401517605392386;2022-10-10 09:20:40+00:00;Echobox;165;61
136;Gus Miftah sudah klarifikasi terkait menanyakan agama Farel Prayoga. Warganet tetap mendukung privasi sang penyanyi… https://t.co/8dQ49INpnI;140;1579401225828978688;2022-10-10 09:19:30+00:00;Echobox;6;1
137;RS anak-anak di Amerika Serikat telah memicu kemarahan setelah mengklaim beberapa bayi tahu bahwa mereka transgende… https://t.co/8Odm7v7x6n;140;1579401200000065536;2022-10-10 09:19:24+00:00;Echobox;3;1
138;Dosen FSRD ITB, Bismo Jelantik ciptakan kendaraan segala medan. Distribusi vaksin ke daerah terpencil jadi latar be… https://t.co/WKF6HEC2QV;140;1579400857560702976;2022-10-10 09:18:02+00:00;Echobox;4;2
139;Kejari Jaksel melimpahkan bertumpuk-tumpuk berkas perkara Ferdy Sambo cs ke PN Jaksel. Seperti apa penampakannya? https://t.co/NZ1rfbWmpx;137;1579400830457118720;2022-10-10 09:17:56+00:00;Echobox;5;1
140;Ternyata ada banyak kesamaan almamater dalam daftar orang paling kaya di Amerika Serikat. Berikut info selengkapnya… https://t.co/dYgpj6thGC;140;1579400564659474433;2022-10-10 09:16:53+00:00;Echobox;1;1
141;Perusahaan otobus asal Purworejo, Jawa Tengah, ini membawa dua unit bus klasik di Busworld 2022. Apakah kedua bus j… https://t.co/q4dfB4Grki;140;1579400536155369472;2022-10-10 09:16:46+00:00;Echobox;2;1
142;Terdapat tiga ketentuan baru dalam seragam sekolah SD-SMA. Apa saja? https://t.co/AHr77hVrCE;92;1579399833185837059;2022-10-10 09:13:58+00:00;Echobox;5;3
143;Begini isi garasi Sri Sultan Hamengku Buwono X dan KGPAA Paku Alam X selaku Gubernur dan Wakil Gubernur DIY. https://t.co/WzETGQiBeA;132;1579399149589389312;2022-10-10 09:11:15+00:00;Echobox;1;1
144;Polri mengatakan kemampuan gas air mata berkurang jika sudah kadaluwarsa. Polri mengatakan hal ini berdasarkan kete… https://t.co/Fg9KPrjXXt;140;1579399123811246080;2022-10-10 09:11:09+00:00;Echobox;2;2
145;Sahrul Gunawan ngaku ditolak Ayu Ting Ting. Raffi Ahmad kok ikut terseret dalam perjodohan itu🤔 https://t.co/CUDzQrGRLo;119;1579398830701047810;2022-10-10 09:09:59+00:00;Echobox;6;1
146;Pihak keluarga belum mengetahu kapan jenazah Novita Kurnia Putri, korban salah tembak di Texas Amerika Serika akan… https://t.co/W7Axv5jSNW;139;1579398803215745025;2022-10-10 09:09:53+00:00;Echobox;5;2
147;Plt Ketum PPP Muhammad Mardiono bertemu Presiden Jokowi. Jokowi juga bertanya ke Mardiono mengenai kondisi internal… https://t.co/znPYrYGCZs;140;1579398447379410945;2022-10-10 09:08:28+00:00;Echobox;1;1
148;9 usulan Warisan Budaya Tak Benda (WBTB) dari Provinsi Bali dinyatakan lolos sebagai WBTB Indonesia 2022. Dua di an… https://t.co/6Hy17U2oUQ;140;1579398421999366149;2022-10-10 09:08:22+00:00;Echobox;2;2
149;OJK menyebut ada banyak entitas yang membuat iklan dan berpotensi membuat masyarakat rugi. Berikut ulasannya.  https://t.co/46LI3YphCk;134;1579398131799982082;2022-10-10 09:07:13+00:00;Echobox;6;1
150;Arsenal sedang dalam performa top di #PremierLeague, terbaru lewati 'tes' yang bernama Liverpool. Kata Mikel Arteta… https://t.co/5ZYU6af3i1;140;1579398100590170112;2022-10-10 09:07:05+00:00;Echobox;3;1
151;Nama Terawan kembali terseret, kali ini dalam tuntutan Perhimpunan Dokter Spesialis Radiologi Klinik Indonesia (PDS… https://t.co/ccHfHUrVqn;140;1579397707575472129;2022-10-10 09:05:31+00:00;Echobox;4;1
152;Liverpool musim ini tidak stabil setelah kekalahan dari Arsenal, Virgil van Dijk mengakui kepercayaan diri Liverpoo… https://t.co/UtyqL3B4qn;140;1579397675652304896;2022-10-10 09:05:24+00:00;Echobox;0;1
